cluster_rep,cluster_member,memberContig,repContig,orfN
40_LNBYT5954Z_29,40_LNBYT5954Z_29,40_LNBYT5954Z,40_LNBYT5954Z,29
40_LNBYT5954Z_30,40_LNBYT5954Z_30,40_LNBYT5954Z,40_LNBYT5954Z,30
40_LNBYT5954Z_31,40_LNBYT5954Z_31,40_LNBYT5954Z,40_LNBYT5954Z,31
40_LNBYT5954Z_32,40_LNBYT5954Z_32,40_LNBYT5954Z,40_LNBYT5954Z,32
40_LNBYT5954Z_33,40_LNBYT5954Z_33,40_LNBYT5954Z,40_LNBYT5954Z,33
40_LNBYT5954Z_34,40_LNBYT5954Z_34,40_LNBYT5954Z,40_LNBYT5954Z,34
40_LNBYT5954Z_35,40_LNBYT5954Z_35,40_LNBYT5954Z,40_LNBYT5954Z,35
40_LNBYT5954Z_36,40_LNBYT5954Z_36,40_LNBYT5954Z,40_LNBYT5954Z,36
40_LNBYT5954Z_37,40_LNBYT5954Z_37,40_LNBYT5954Z,40_LNBYT5954Z,37
40_LNBYT5954Z_38,40_LNBYT5954Z_38,40_LNBYT5954Z,40_LNBYT5954Z,38
40_LNBYT5954Z_39,40_LNBYT5954Z_39,40_LNBYT5954Z,40_LNBYT5954Z,39
40_LNBYT5954Z_40,40_LNBYT5954Z_40,40_LNBYT5954Z,40_LNBYT5954Z,40
40_LNBYT5954Z_41,40_LNBYT5954Z_41,40_LNBYT5954Z,40_LNBYT5954Z,41
40_LNBYT5954Z_42,40_LNBYT5954Z_42,40_LNBYT5954Z,40_LNBYT5954Z,42
40_LNBYT5954Z_43,40_LNBYT5954Z_43,40_LNBYT5954Z,40_LNBYT5954Z,43
40_LNBYT5954Z_44,40_LNBYT5954Z_44,40_LNBYT5954Z,40_LNBYT5954Z,44
40_LNBYT5954Z_45,40_LNBYT5954Z_45,40_LNBYT5954Z,40_LNBYT5954Z,45
40_LNBYT5954Z_46,40_LNBYT5954Z_46,40_LNBYT5954Z,40_LNBYT5954Z,46
40_LNBYT5954Z_47,40_LNBYT5954Z_47,40_LNBYT5954Z,40_LNBYT5954Z,47
40_LNBYT5954Z_48,40_LNBYT5954Z_48,40_LNBYT5954Z,40_LNBYT5954Z,48
40_LNBYT5954Z_49,40_LNBYT5954Z_49,40_LNBYT5954Z,40_LNBYT5954Z,49
40_LNBYT5954Z_50,40_LNBYT5954Z_50,40_LNBYT5954Z,40_LNBYT5954Z,50
40_LNBYT5954Z_51,40_LNBYT5954Z_51,40_LNBYT5954Z,40_LNBYT5954Z,51
40_LNBYT5954Z_52,40_LNBYT5954Z_52,40_LNBYT5954Z,40_LNBYT5954Z,52
40_LNBYT5954Z_53,40_LNBYT5954Z_53,40_LNBYT5954Z,40_LNBYT5954Z,53
40_LNBYT5954Z_54,40_LNBYT5954Z_54,40_LNBYT5954Z,40_LNBYT5954Z,54
40_LNBYT5954Z_55,40_LNBYT5954Z_55,40_LNBYT5954Z,40_LNBYT5954Z,55
40_LNBYT5954Z_56,40_LNBYT5954Z_56,40_LNBYT5954Z,40_LNBYT5954Z,56
40_LNBYT5954Z_57,40_LNBYT5954Z_57,40_LNBYT5954Z,40_LNBYT5954Z,57
40_LNBYT5954Z_58,40_LNBYT5954Z_58,40_LNBYT5954Z,40_LNBYT5954Z,58
40_LNBYT5954Z_59,40_LNBYT5954Z_59,40_LNBYT5954Z,40_LNBYT5954Z,59
40_LNBYT5954Z_60,40_LNBYT5954Z_60,40_LNBYT5954Z,40_LNBYT5954Z,60
6720_LNBYT5954Z_1,6720_LNBYT5954Z_1,6720_LNBYT5954Z,6720_LNBYT5954Z,1
6720_LNBYT5954Z_2,6720_LNBYT5954Z_2,6720_LNBYT5954Z,6720_LNBYT5954Z,2
6720_LNBYT5954Z_3,6720_LNBYT5954Z_3,6720_LNBYT5954Z,6720_LNBYT5954Z,3
6720_LNBYT5954Z_4,6720_LNBYT5954Z_4,6720_LNBYT5954Z,6720_LNBYT5954Z,4
6720_LNBYT5954Z_5,6720_LNBYT5954Z_5,6720_LNBYT5954Z,6720_LNBYT5954Z,5
6915_LNBYT5954Z_1,6915_LNBYT5954Z_1,6915_LNBYT5954Z,6915_LNBYT5954Z,1
6915_LNBYT5954Z_2,6915_LNBYT5954Z_2,6915_LNBYT5954Z,6915_LNBYT5954Z,2
6915_LNBYT5954Z_3,6915_LNBYT5954Z_3,6915_LNBYT5954Z,6915_LNBYT5954Z,3
6915_LNBYT5954Z_4,6915_LNBYT5954Z_4,6915_LNBYT5954Z,6915_LNBYT5954Z,4
6915_LNBYT5954Z_5,6915_LNBYT5954Z_5,6915_LNBYT5954Z,6915_LNBYT5954Z,5
6915_LNBYT5954Z_6,6915_LNBYT5954Z_6,6915_LNBYT5954Z,6915_LNBYT5954Z,6
6915_LNBYT5954Z_7,6915_LNBYT5954Z_7,6915_LNBYT5954Z,6915_LNBYT5954Z,7
6915_LNBYT5954Z_8,6915_LNBYT5954Z_8,6915_LNBYT5954Z,6915_LNBYT5954Z,8
6915_LNBYT5954Z_9,6915_LNBYT5954Z_9,6915_LNBYT5954Z,6915_LNBYT5954Z,9
7121_LNBYT5954Z_1,7121_LNBYT5954Z_1,7121_LNBYT5954Z,7121_LNBYT5954Z,1
7121_LNBYT5954Z_2,7121_LNBYT5954Z_2,7121_LNBYT5954Z,7121_LNBYT5954Z,2
7121_LNBYT5954Z_3,7121_LNBYT5954Z_3,7121_LNBYT5954Z,7121_LNBYT5954Z,3
7121_LNBYT5954Z_4,7121_LNBYT5954Z_4,7121_LNBYT5954Z,7121_LNBYT5954Z,4
7121_LNBYT5954Z_5,7121_LNBYT5954Z_5,7121_LNBYT5954Z,7121_LNBYT5954Z,5
7184_LNBYT5954Z_1,7184_LNBYT5954Z_1,7184_LNBYT5954Z,7184_LNBYT5954Z,1
7184_LNBYT5954Z_2,7184_LNBYT5954Z_2,7184_LNBYT5954Z,7184_LNBYT5954Z,2
7184_LNBYT5954Z_3,7184_LNBYT5954Z_3,7184_LNBYT5954Z,7184_LNBYT5954Z,3
7184_LNBYT5954Z_4,7184_LNBYT5954Z_4,7184_LNBYT5954Z,7184_LNBYT5954Z,4
7515_LNBYT5954Z_1,7515_LNBYT5954Z_1,7515_LNBYT5954Z,7515_LNBYT5954Z,1
62621_LNBYT5954Z_1,62621_LNBYT5954Z_1,62621_LNBYT5954Z,62621_LNBYT5954Z,1
62621_LNBYT5954Z_2,62621_LNBYT5954Z_2,62621_LNBYT5954Z,62621_LNBYT5954Z,2
62967_LNBYT5954Z_1,62967_LNBYT5954Z_1,62967_LNBYT5954Z,62967_LNBYT5954Z,1
62967_LNBYT5954Z_2,62967_LNBYT5954Z_2,62967_LNBYT5954Z,62967_LNBYT5954Z,2
63145_LNBYT5954Z_1,63145_LNBYT5954Z_1,63145_LNBYT5954Z,63145_LNBYT5954Z,1
64025_LNBYT5954Z_1,64025_LNBYT5954Z_1,64025_LNBYT5954Z,64025_LNBYT5954Z,1
64111_LNBYT5954Z_1,64111_LNBYT5954Z_1,64111_LNBYT5954Z,64111_LNBYT5954Z,1
64111_LNBYT5954Z_2,64111_LNBYT5954Z_2,64111_LNBYT5954Z,64111_LNBYT5954Z,2
64271_LNBYT5954Z_1,64271_LNBYT5954Z_1,64271_LNBYT5954Z,64271_LNBYT5954Z,1
64638_LNBYT5954Z_1,64638_LNBYT5954Z_1,64638_LNBYT5954Z,64638_LNBYT5954Z,1
64638_LNBYT5954Z_2,64638_LNBYT5954Z_2,64638_LNBYT5954Z,64638_LNBYT5954Z,2
64638_LNBYT5954Z_3,64638_LNBYT5954Z_3,64638_LNBYT5954Z,64638_LNBYT5954Z,3
65714_LNBYT5954Z_1,65714_LNBYT5954Z_1,65714_LNBYT5954Z,65714_LNBYT5954Z,1
65813_LNBYT5954Z_1,65813_LNBYT5954Z_1,65813_LNBYT5954Z,65813_LNBYT5954Z,1
65945_LNBYT5954Z_1,65945_LNBYT5954Z_1,65945_LNBYT5954Z,65945_LNBYT5954Z,1
66145_LNBYT5954Z_1,66145_LNBYT5954Z_1,66145_LNBYT5954Z,66145_LNBYT5954Z,1
66443_LNBYT5954Z_1,66443_LNBYT5954Z_1,66443_LNBYT5954Z,66443_LNBYT5954Z,1
66443_LNBYT5954Z_2,66443_LNBYT5954Z_2,66443_LNBYT5954Z,66443_LNBYT5954Z,2
66443_LNBYT5954Z_3,66443_LNBYT5954Z_3,66443_LNBYT5954Z,66443_LNBYT5954Z,3
67081_LNBYT5954Z_1,67081_LNBYT5954Z_1,67081_LNBYT5954Z,67081_LNBYT5954Z,1
67081_LNBYT5954Z_2,67081_LNBYT5954Z_2,67081_LNBYT5954Z,67081_LNBYT5954Z,2
67246_LNBYT5954Z_1,67246_LNBYT5954Z_1,67246_LNBYT5954Z,67246_LNBYT5954Z,1
68079_LNBYT5954Z_1,68079_LNBYT5954Z_1,68079_LNBYT5954Z,68079_LNBYT5954Z,1
69169_LNBYT5954Z_1,69169_LNBYT5954Z_1,69169_LNBYT5954Z,69169_LNBYT5954Z,1
69626_LNBYT5954Z_1,69626_LNBYT5954Z_1,69626_LNBYT5954Z,69626_LNBYT5954Z,1
69835_LNBYT5954Z_1,69835_LNBYT5954Z_1,69835_LNBYT5954Z,69835_LNBYT5954Z,1
69835_LNBYT5954Z_2,69835_LNBYT5954Z_2,69835_LNBYT5954Z,69835_LNBYT5954Z,2
70066_LNBYT5954Z_1,70066_LNBYT5954Z_1,70066_LNBYT5954Z,70066_LNBYT5954Z,1
70066_LNBYT5954Z_2,70066_LNBYT5954Z_2,70066_LNBYT5954Z,70066_LNBYT5954Z,2
70200_LNBYT5954Z_1,70200_LNBYT5954Z_1,70200_LNBYT5954Z,70200_LNBYT5954Z,1
70488_LNBYT5954Z_1,70488_LNBYT5954Z_1,70488_LNBYT5954Z,70488_LNBYT5954Z,1
70858_LNBYT5954Z_1,70858_LNBYT5954Z_1,70858_LNBYT5954Z,70858_LNBYT5954Z,1
70858_LNBYT5954Z_2,70858_LNBYT5954Z_2,70858_LNBYT5954Z,70858_LNBYT5954Z,2
71088_LNBYT5954Z_1,71088_LNBYT5954Z_1,71088_LNBYT5954Z,71088_LNBYT5954Z,1
71088_LNBYT5954Z_2,71088_LNBYT5954Z_2,71088_LNBYT5954Z,71088_LNBYT5954Z,2
71536_LNBYT5954Z_1,71536_LNBYT5954Z_1,71536_LNBYT5954Z,71536_LNBYT5954Z,1
71536_LNBYT5954Z_2,71536_LNBYT5954Z_2,71536_LNBYT5954Z,71536_LNBYT5954Z,2
71536_LNBYT5954Z_3,71536_LNBYT5954Z_3,71536_LNBYT5954Z,71536_LNBYT5954Z,3
71543_LNBYT5954Z_1,71543_LNBYT5954Z_1,71543_LNBYT5954Z,71543_LNBYT5954Z,1
72995_LNBYT5954Z_1,72995_LNBYT5954Z_1,72995_LNBYT5954Z,72995_LNBYT5954Z,1
72995_LNBYT5954Z_2,72995_LNBYT5954Z_2,72995_LNBYT5954Z,72995_LNBYT5954Z,2
73337_LNBYT5954Z_1,73337_LNBYT5954Z_1,73337_LNBYT5954Z,73337_LNBYT5954Z,1
73507_LNBYT5954Z_1,73507_LNBYT5954Z_1,73507_LNBYT5954Z,73507_LNBYT5954Z,1
73632_LNBYT5954Z_1,73632_LNBYT5954Z_1,73632_LNBYT5954Z,73632_LNBYT5954Z,1
73819_LNBYT5954Z_1,73819_LNBYT5954Z_1,73819_LNBYT5954Z,73819_LNBYT5954Z,1
73819_LNBYT5954Z_2,73819_LNBYT5954Z_2,73819_LNBYT5954Z,73819_LNBYT5954Z,2
73982_LNBYT5954Z_1,73982_LNBYT5954Z_1,73982_LNBYT5954Z,73982_LNBYT5954Z,1
73982_LNBYT5954Z_2,73982_LNBYT5954Z_2,73982_LNBYT5954Z,73982_LNBYT5954Z,2
74274_LNBYT5954Z_1,74274_LNBYT5954Z_1,74274_LNBYT5954Z,74274_LNBYT5954Z,1
74423_LNBYT5954Z_1,74423_LNBYT5954Z_1,74423_LNBYT5954Z,74423_LNBYT5954Z,1
74464_LNBYT5954Z_1,74464_LNBYT5954Z_1,74464_LNBYT5954Z,74464_LNBYT5954Z,1
74666_LNBYT5954Z_1,74666_LNBYT5954Z_1,74666_LNBYT5954Z,74666_LNBYT5954Z,1
74727_LNBYT5954Z_1,74727_LNBYT5954Z_1,74727_LNBYT5954Z,74727_LNBYT5954Z,1
74727_LNBYT5954Z_2,74727_LNBYT5954Z_2,74727_LNBYT5954Z,74727_LNBYT5954Z,2
74825_LNBYT5954Z_1,74825_LNBYT5954Z_1,74825_LNBYT5954Z,74825_LNBYT5954Z,1
74825_LNBYT5954Z_2,74825_LNBYT5954Z_2,74825_LNBYT5954Z,74825_LNBYT5954Z,2
75316_LNBYT5954Z_1,75316_LNBYT5954Z_1,75316_LNBYT5954Z,75316_LNBYT5954Z,1
75403_LNBYT5954Z_1,75403_LNBYT5954Z_1,75403_LNBYT5954Z,75403_LNBYT5954Z,1
75403_LNBYT5954Z_2,75403_LNBYT5954Z_2,75403_LNBYT5954Z,75403_LNBYT5954Z,2
75498_LNBYT5954Z_1,75498_LNBYT5954Z_1,75498_LNBYT5954Z,75498_LNBYT5954Z,1
75498_LNBYT5954Z_2,75498_LNBYT5954Z_2,75498_LNBYT5954Z,75498_LNBYT5954Z,2
76472_LNBYT5954Z_1,76472_LNBYT5954Z_1,76472_LNBYT5954Z,76472_LNBYT5954Z,1
76982_LNBYT5954Z_1,76982_LNBYT5954Z_1,76982_LNBYT5954Z,76982_LNBYT5954Z,1
78322_LNBYT5954Z_1,78322_LNBYT5954Z_1,78322_LNBYT5954Z,78322_LNBYT5954Z,1
78557_LNBYT5954Z_1,78557_LNBYT5954Z_1,78557_LNBYT5954Z,78557_LNBYT5954Z,1
78557_LNBYT5954Z_2,78557_LNBYT5954Z_2,78557_LNBYT5954Z,78557_LNBYT5954Z,2
78581_LNBYT5954Z_1,78581_LNBYT5954Z_1,78581_LNBYT5954Z,78581_LNBYT5954Z,1
78690_LNBYT5954Z_1,78690_LNBYT5954Z_1,78690_LNBYT5954Z,78690_LNBYT5954Z,1
78690_LNBYT5954Z_2,78690_LNBYT5954Z_2,78690_LNBYT5954Z,78690_LNBYT5954Z,2
78979_LNBYT5954Z_1,78979_LNBYT5954Z_1,78979_LNBYT5954Z,78979_LNBYT5954Z,1
78979_LNBYT5954Z_2,78979_LNBYT5954Z_2,78979_LNBYT5954Z,78979_LNBYT5954Z,2
79313_LNBYT5954Z_1,79313_LNBYT5954Z_1,79313_LNBYT5954Z,79313_LNBYT5954Z,1
79313_LNBYT5954Z_2,79313_LNBYT5954Z_2,79313_LNBYT5954Z,79313_LNBYT5954Z,2
79892_LNBYT5954Z_1,79892_LNBYT5954Z_1,79892_LNBYT5954Z,79892_LNBYT5954Z,1
80167_LNBYT5954Z_1,80167_LNBYT5954Z_1,80167_LNBYT5954Z,80167_LNBYT5954Z,1
80275_LNBYT5954Z_1,80275_LNBYT5954Z_1,80275_LNBYT5954Z,80275_LNBYT5954Z,1
80275_LNBYT5954Z_2,80275_LNBYT5954Z_2,80275_LNBYT5954Z,80275_LNBYT5954Z,2
80388_LNBYT5954Z_1,80388_LNBYT5954Z_1,80388_LNBYT5954Z,80388_LNBYT5954Z,1
80388_LNBYT5954Z_2,80388_LNBYT5954Z_2,80388_LNBYT5954Z,80388_LNBYT5954Z,2
80388_LNBYT5954Z_3,80388_LNBYT5954Z_3,80388_LNBYT5954Z,80388_LNBYT5954Z,3
80396_LNBYT5954Z_1,80396_LNBYT5954Z_1,80396_LNBYT5954Z,80396_LNBYT5954Z,1
80778_LNBYT5954Z_1,80778_LNBYT5954Z_1,80778_LNBYT5954Z,80778_LNBYT5954Z,1
80778_LNBYT5954Z_2,80778_LNBYT5954Z_2,80778_LNBYT5954Z,80778_LNBYT5954Z,2
80940_LNBYT5954Z_1,80940_LNBYT5954Z_1,80940_LNBYT5954Z,80940_LNBYT5954Z,1
118_LNBYT5954Z_1,118_LNBYT5954Z_1,118_LNBYT5954Z,118_LNBYT5954Z,1
118_LNBYT5954Z_2,118_LNBYT5954Z_2,118_LNBYT5954Z,118_LNBYT5954Z,2
118_LNBYT5954Z_3,118_LNBYT5954Z_3,118_LNBYT5954Z,118_LNBYT5954Z,3
118_LNBYT5954Z_4,118_LNBYT5954Z_4,118_LNBYT5954Z,118_LNBYT5954Z,4
118_LNBYT5954Z_5,118_LNBYT5954Z_5,118_LNBYT5954Z,118_LNBYT5954Z,5
118_LNBYT5954Z_6,118_LNBYT5954Z_6,118_LNBYT5954Z,118_LNBYT5954Z,6
118_LNBYT5954Z_7,118_LNBYT5954Z_7,118_LNBYT5954Z,118_LNBYT5954Z,7
118_LNBYT5954Z_8,118_LNBYT5954Z_8,118_LNBYT5954Z,118_LNBYT5954Z,8
118_LNBYT5954Z_9,118_LNBYT5954Z_9,118_LNBYT5954Z,118_LNBYT5954Z,9
118_LNBYT5954Z_10,118_LNBYT5954Z_10,118_LNBYT5954Z,118_LNBYT5954Z,10
118_LNBYT5954Z_11,118_LNBYT5954Z_11,118_LNBYT5954Z,118_LNBYT5954Z,11
118_LNBYT5954Z_12,118_LNBYT5954Z_12,118_LNBYT5954Z,118_LNBYT5954Z,12
118_LNBYT5954Z_13,118_LNBYT5954Z_13,118_LNBYT5954Z,118_LNBYT5954Z,13
118_LNBYT5954Z_14,118_LNBYT5954Z_14,118_LNBYT5954Z,118_LNBYT5954Z,14
118_LNBYT5954Z_15,118_LNBYT5954Z_15,118_LNBYT5954Z,118_LNBYT5954Z,15
118_LNBYT5954Z_16,118_LNBYT5954Z_16,118_LNBYT5954Z,118_LNBYT5954Z,16
92_LNBYT5954Z_28,92_LNBYT5954Z_28,92_LNBYT5954Z,92_LNBYT5954Z,28
92_LNBYT5954Z_29,92_LNBYT5954Z_29,92_LNBYT5954Z,92_LNBYT5954Z,29
30635_LNBYT5954Z_1,30635_LNBYT5954Z_1,30635_LNBYT5954Z,30635_LNBYT5954Z,1
30635_LNBYT5954Z_2,30635_LNBYT5954Z_2,30635_LNBYT5954Z,30635_LNBYT5954Z,2
31412_LNBYT5954Z_1,31412_LNBYT5954Z_1,31412_LNBYT5954Z,31412_LNBYT5954Z,1
31412_LNBYT5954Z_2,31412_LNBYT5954Z_2,31412_LNBYT5954Z,31412_LNBYT5954Z,2
31412_LNBYT5954Z_3,31412_LNBYT5954Z_3,31412_LNBYT5954Z,31412_LNBYT5954Z,3
31450_LNBYT5954Z_1,31450_LNBYT5954Z_1,31450_LNBYT5954Z,31450_LNBYT5954Z,1
31572_LNBYT5954Z_1,31572_LNBYT5954Z_1,31572_LNBYT5954Z,31572_LNBYT5954Z,1
31572_LNBYT5954Z_2,31572_LNBYT5954Z_2,31572_LNBYT5954Z,31572_LNBYT5954Z,2
31572_LNBYT5954Z_3,31572_LNBYT5954Z_3,31572_LNBYT5954Z,31572_LNBYT5954Z,3
31607_LNBYT5954Z_1,31607_LNBYT5954Z_1,31607_LNBYT5954Z,31607_LNBYT5954Z,1
31632_LNBYT5954Z_1,31632_LNBYT5954Z_1,31632_LNBYT5954Z,31632_LNBYT5954Z,1
31632_LNBYT5954Z_2,31632_LNBYT5954Z_2,31632_LNBYT5954Z,31632_LNBYT5954Z,2
31632_LNBYT5954Z_3,31632_LNBYT5954Z_3,31632_LNBYT5954Z,31632_LNBYT5954Z,3
31923_LNBYT5954Z_1,31923_LNBYT5954Z_1,31923_LNBYT5954Z,31923_LNBYT5954Z,1
31923_LNBYT5954Z_2,31923_LNBYT5954Z_2,31923_LNBYT5954Z,31923_LNBYT5954Z,2
31923_LNBYT5954Z_3,31923_LNBYT5954Z_3,31923_LNBYT5954Z,31923_LNBYT5954Z,3
31923_LNBYT5954Z_3,31923_LNBYT5954Z_4,31923_LNBYT5954Z,31923_LNBYT5954Z,4
32264_LNBYT5954Z_1,32264_LNBYT5954Z_1,32264_LNBYT5954Z,32264_LNBYT5954Z,1
32351_LNBYT5954Z_1,32351_LNBYT5954Z_1,32351_LNBYT5954Z,32351_LNBYT5954Z,1
32354_LNBYT5954Z_1,32354_LNBYT5954Z_1,32354_LNBYT5954Z,32354_LNBYT5954Z,1
32354_LNBYT5954Z_2,32354_LNBYT5954Z_2,32354_LNBYT5954Z,32354_LNBYT5954Z,2
32455_LNBYT5954Z_1,32455_LNBYT5954Z_1,32455_LNBYT5954Z,32455_LNBYT5954Z,1
32455_LNBYT5954Z_2,32455_LNBYT5954Z_2,32455_LNBYT5954Z,32455_LNBYT5954Z,2
32455_LNBYT5954Z_3,32455_LNBYT5954Z_3,32455_LNBYT5954Z,32455_LNBYT5954Z,3
32563_LNBYT5954Z_1,32563_LNBYT5954Z_1,32563_LNBYT5954Z,32563_LNBYT5954Z,1
32682_LNBYT5954Z_1,32682_LNBYT5954Z_1,32682_LNBYT5954Z,32682_LNBYT5954Z,1
32682_LNBYT5954Z_2,32682_LNBYT5954Z_2,32682_LNBYT5954Z,32682_LNBYT5954Z,2
33043_LNBYT5954Z_1,33043_LNBYT5954Z_1,33043_LNBYT5954Z,33043_LNBYT5954Z,1
33043_LNBYT5954Z_2,33043_LNBYT5954Z_2,33043_LNBYT5954Z,33043_LNBYT5954Z,2
33043_LNBYT5954Z_3,33043_LNBYT5954Z_3,33043_LNBYT5954Z,33043_LNBYT5954Z,3
33043_LNBYT5954Z_4,33043_LNBYT5954Z_4,33043_LNBYT5954Z,33043_LNBYT5954Z,4
33097_LNBYT5954Z_1,33097_LNBYT5954Z_1,33097_LNBYT5954Z,33097_LNBYT5954Z,1
33097_LNBYT5954Z_2,33097_LNBYT5954Z_2,33097_LNBYT5954Z,33097_LNBYT5954Z,2
33097_LNBYT5954Z_3,33097_LNBYT5954Z_3,33097_LNBYT5954Z,33097_LNBYT5954Z,3
33097_LNBYT5954Z_4,33097_LNBYT5954Z_4,33097_LNBYT5954Z,33097_LNBYT5954Z,4
33306_LNBYT5954Z_1,33306_LNBYT5954Z_1,33306_LNBYT5954Z,33306_LNBYT5954Z,1
33306_LNBYT5954Z_2,33306_LNBYT5954Z_2,33306_LNBYT5954Z,33306_LNBYT5954Z,2
33306_LNBYT5954Z_3,33306_LNBYT5954Z_3,33306_LNBYT5954Z,33306_LNBYT5954Z,3
33386_LNBYT5954Z_1,33386_LNBYT5954Z_1,33386_LNBYT5954Z,33386_LNBYT5954Z,1
33386_LNBYT5954Z_2,33386_LNBYT5954Z_2,33386_LNBYT5954Z,33386_LNBYT5954Z,2
33603_LNBYT5954Z_1,33603_LNBYT5954Z_1,33603_LNBYT5954Z,33603_LNBYT5954Z,1
33603_LNBYT5954Z_2,33603_LNBYT5954Z_2,33603_LNBYT5954Z,33603_LNBYT5954Z,2
33603_LNBYT5954Z_3,33603_LNBYT5954Z_3,33603_LNBYT5954Z,33603_LNBYT5954Z,3
33616_LNBYT5954Z_1,33616_LNBYT5954Z_1,33616_LNBYT5954Z,33616_LNBYT5954Z,1
33616_LNBYT5954Z_2,33616_LNBYT5954Z_2,33616_LNBYT5954Z,33616_LNBYT5954Z,2
33616_LNBYT5954Z_3,33616_LNBYT5954Z_3,33616_LNBYT5954Z,33616_LNBYT5954Z,3
33766_LNBYT5954Z_1,33766_LNBYT5954Z_1,33766_LNBYT5954Z,33766_LNBYT5954Z,1
33766_LNBYT5954Z_2,33766_LNBYT5954Z_2,33766_LNBYT5954Z,33766_LNBYT5954Z,2
33813_LNBYT5954Z_1,33813_LNBYT5954Z_1,33813_LNBYT5954Z,33813_LNBYT5954Z,1
33813_LNBYT5954Z_2,33813_LNBYT5954Z_2,33813_LNBYT5954Z,33813_LNBYT5954Z,2
33813_LNBYT5954Z_3,33813_LNBYT5954Z_3,33813_LNBYT5954Z,33813_LNBYT5954Z,3
34096_LNBYT5954Z_1,34096_LNBYT5954Z_1,34096_LNBYT5954Z,34096_LNBYT5954Z,1
34096_LNBYT5954Z_2,34096_LNBYT5954Z_2,34096_LNBYT5954Z,34096_LNBYT5954Z,2
34096_LNBYT5954Z_3,34096_LNBYT5954Z_3,34096_LNBYT5954Z,34096_LNBYT5954Z,3
34359_LNBYT5954Z_1,34359_LNBYT5954Z_1,34359_LNBYT5954Z,34359_LNBYT5954Z,1
34359_LNBYT5954Z_2,34359_LNBYT5954Z_2,34359_LNBYT5954Z,34359_LNBYT5954Z,2
34643_LNBYT5954Z_1,34643_LNBYT5954Z_1,34643_LNBYT5954Z,34643_LNBYT5954Z,1
34643_LNBYT5954Z_2,34643_LNBYT5954Z_2,34643_LNBYT5954Z,34643_LNBYT5954Z,2
34736_LNBYT5954Z_1,34736_LNBYT5954Z_1,34736_LNBYT5954Z,34736_LNBYT5954Z,1
34736_LNBYT5954Z_2,34736_LNBYT5954Z_2,34736_LNBYT5954Z,34736_LNBYT5954Z,2
34745_LNBYT5954Z_1,34745_LNBYT5954Z_1,34745_LNBYT5954Z,34745_LNBYT5954Z,1
34745_LNBYT5954Z_2,34745_LNBYT5954Z_2,34745_LNBYT5954Z,34745_LNBYT5954Z,2
35116_LNBYT5954Z_1,35116_LNBYT5954Z_1,35116_LNBYT5954Z,35116_LNBYT5954Z,1
35116_LNBYT5954Z_2,35116_LNBYT5954Z_2,35116_LNBYT5954Z,35116_LNBYT5954Z,2
35364_LNBYT5954Z_1,35364_LNBYT5954Z_1,35364_LNBYT5954Z,35364_LNBYT5954Z,1
35364_LNBYT5954Z_2,35364_LNBYT5954Z_2,35364_LNBYT5954Z,35364_LNBYT5954Z,2
35364_LNBYT5954Z_3,35364_LNBYT5954Z_3,35364_LNBYT5954Z,35364_LNBYT5954Z,3
36012_LNBYT5954Z_1,36012_LNBYT5954Z_1,36012_LNBYT5954Z,36012_LNBYT5954Z,1
36012_LNBYT5954Z_2,36012_LNBYT5954Z_2,36012_LNBYT5954Z,36012_LNBYT5954Z,2
36012_LNBYT5954Z_3,36012_LNBYT5954Z_3,36012_LNBYT5954Z,36012_LNBYT5954Z,3
36084_LNBYT5954Z_1,36084_LNBYT5954Z_1,36084_LNBYT5954Z,36084_LNBYT5954Z,1
36084_LNBYT5954Z_2,36084_LNBYT5954Z_2,36084_LNBYT5954Z,36084_LNBYT5954Z,2
36084_LNBYT5954Z_3,36084_LNBYT5954Z_3,36084_LNBYT5954Z,36084_LNBYT5954Z,3
36279_LNBYT5954Z_1,36279_LNBYT5954Z_1,36279_LNBYT5954Z,36279_LNBYT5954Z,1
36279_LNBYT5954Z_2,36279_LNBYT5954Z_2,36279_LNBYT5954Z,36279_LNBYT5954Z,2
36279_LNBYT5954Z_3,36279_LNBYT5954Z_3,36279_LNBYT5954Z,36279_LNBYT5954Z,3
36494_LNBYT5954Z_1,36494_LNBYT5954Z_1,36494_LNBYT5954Z,36494_LNBYT5954Z,1
36494_LNBYT5954Z_2,36494_LNBYT5954Z_2,36494_LNBYT5954Z,36494_LNBYT5954Z,2
36539_LNBYT5954Z_1,36539_LNBYT5954Z_1,36539_LNBYT5954Z,36539_LNBYT5954Z,1
36553_LNBYT5954Z_1,36553_LNBYT5954Z_1,36553_LNBYT5954Z,36553_LNBYT5954Z,1
36553_LNBYT5954Z_2,36553_LNBYT5954Z_2,36553_LNBYT5954Z,36553_LNBYT5954Z,2
36553_LNBYT5954Z_3,36553_LNBYT5954Z_3,36553_LNBYT5954Z,36553_LNBYT5954Z,3
36553_LNBYT5954Z_4,36553_LNBYT5954Z_4,36553_LNBYT5954Z,36553_LNBYT5954Z,4
36666_LNBYT5954Z_1,36666_LNBYT5954Z_1,36666_LNBYT5954Z,36666_LNBYT5954Z,1
36666_LNBYT5954Z_2,36666_LNBYT5954Z_2,36666_LNBYT5954Z,36666_LNBYT5954Z,2
36666_LNBYT5954Z_3,36666_LNBYT5954Z_3,36666_LNBYT5954Z,36666_LNBYT5954Z,3
